user_id,content_id,time_spent,rating,timestamp
422,1374,70,2,2025-09-20 23:10:42
4238,677,174,5,2024-02-16 13:24:18
2151,1397,107,4,2024-04-19 01:49:12
4851,933,119,4,2025-06-23 20:45:55
3719,1900,38,2,2023-01-01 21:13:05
2753,1631,40,5,2023-07-21 22:37:35
4190,213,53,3,2024-04-12 10:12:44
30,1531,7,2,2023-03-27 09:54:04
1429,189,83,5,2025-11-17 05:34:06
2550,1127,15,3,2024-10-12 03:12:19
758,1863,26,3,2024-12-29 01:37:47
2410,588,107,5,2024-06-09 16:13:47
603,375,36,4,2025-01-28 11:43:25
1376,1370,59,4,2023-02-27 09:11:29
4836,45,40,5,2024-08-22 11:24:25
2567,1326,123,4,2025-02-21 08:26:34
298,658,106,5,2024-09-21 15:05:13
3358,1879,27,4,2024-08-18 20:26:30
4667,33,58,3,2023-07-02 07:35:22
43,1738,55,4,2024-06-05 09:34:24
4435,614,37,2,2024-05-12 10:34:57
3347,460,44,3,2025-09-18 22:45:53
1256,1164,29,2,2024-04-23 22:57:18
2638,340,58,5,2025-07-18 04:02:33
1512,384,87,5,2023-07-24 22:46:32
1107,585,6,1,2023-02-04 15:47:43
2560,1621,53,4,2023-05-18 19:13:37
3980,1479,64,3,2025-12-03 04:07:55
1382,873,116,5,2023-05-05 05:36:58
4161,1274,51,2,2024-05-08 14:31:53
4223,1317,37,3,2023-10-15 12:57:25
1872,109,106,5,2025-01-02 15:24:14
1850,190,88,5,2024-01-23 12:41:42
64,1699,143,5,2025-12-07 14:13:28
842,1441,114,5,2023-11-29 11:08:49
3088,494,39,2,2023-10-22 02:05:47
2141,188,42,4,2023-06-04 09:30:55
1972,769,112,5,2023-02-18 23:50:38
4340,1777,115,5,2023-10-11 18:58:33
2516,578,37,3,2023-07-03 00:53:38
2182,1481,185,5,2024-03-12 18:55:18
1056,1556,134,4,2024-03-19 10:45:30
2861,1269,30,3,2024-09-06 20:59:20
4077,298,92,4,2023-12-17 08:34:23
1642,774,35,2,2024-11-09 06:38:30
2908,1479,75,3,2025-01-15 11:17:25
4463,1563,38,4,2025-10-03 21:38:59
432,819,92,4,2023-08-03 20:00:06
3411,1053,18,1,2023-10-03 06:11:30
4599,806,110,5,2023-04-22 04:52:36
1881,1027,130,4,2025-12-20 08:46:41
53,762,38,3,2023-12-27 00:13:37
4562,1192,32,3,2025-09-23 04:46:41
4653,502,58,3,2025-07-18 06:16:26
3382,1498,192,5,2025-01-01 04:09:57
4912,1452,46,4,2023-04-25 17:58:52
4367,1193,65,4,2024-03-09 07:34:03
1880,1230,65,5,2023-07-31 17:00:05
1220,1918,45,4,2023-12-23 04:17:56
1814,656,42,3,2023-07-22 07:34:10
3589,615,182,4,2024-12-12 20:27:05
2979,751,217,5,2025-03-25 12:45:35
3580,906,57,3,2024-10-29 21:46:55
933,1912,140,5,2024-08-31 02:44:01
3839,1970,30,2,2025-06-18 15:34:05
1223,1588,65,4,2023-12-26 12:42:04
461,1949,43,5,2024-12-25 19:47:04
4053,651,134,4,2025-05-05 21:14:47
2840,660,57,5,2025-09-22 00:09:46
725,1468,25,4,2023-04-18 14:25:45
4325,199,140,5,2024-07-27 12:16:25
2361,737,23,4,2024-10-03 22:26:12
3,459,26,5,2025-10-27 16:36:57
229,80,82,5,2025-02-12 22:13:20
4589,1895,205,4,2023-04-07 10:54:03
3426,549,27,4,2025-03-09 08:01:24
3805,782,87,5,2025-10-30 13:31:04
550,1874,32,4,2025-08-09 12:01:25
3119,290,56,5,2023-02-26 23:16:47
1973,831,24,3,2024-01-13 08:09:48
4548,849,124,3,2024-07-30 09:39:53
3501,125,107,4,2023-10-03 17:56:07
4237,1740,48,4,2024-08-24 18:37:22
559,994,66,4,2023-07-07 11:28:22
1741,888,23,3,2024-11-04 10:02:29
1216,1967,56,5,2024-10-03 08:08:28
2581,414,32,2,2024-08-23 20:46:14
4554,694,28,5,2023-05-17 15:46:27
1276,1787,42,4,2024-11-26 05:12:43
2810,1643,227,5,2024-10-20 02:52:56
2091,404,33,3,2023-05-15 19:57:34
331,1740,57,5,2025-07-25 09:04:53
3921,427,27,1,2025-05-16 08:41:42
2044,100,56,5,2023-07-17 01:57:31
2175,1357,24,3,2024-10-21 22:02:00
1721,1809,58,3,2024-07-05 02:14:33
43,1797,42,5,2025-01-21 18:55:34
57,969,59,5,2025-01-02 21:51:39
1836,1148,42,3,2024-09-05 05:55:52
945,1163,20,4,2023-07-03 18:42:08
84,1338,148,5,2024-10-18 09:52:57
3621,1816,139,5,2023-12-23 11:48:43
2096,302,134,5,2024-11-16 04:23:53
4475,873,88,4,2025-07-05 16:57:43
3026,1919,58,5,2025-02-15 23:56:02
3432,23,71,5,2023-07-09 15:25:43
3439,1482,43,3,2023-07-25 06:15:22
452,1974,23,4,2025-02-16 21:52:47
4461,894,81,5,2025-01-16 19:35:29
4381,307,119,3,2025-04-18 21:13:38
1149,1247,46,3,2023-08-15 13:38:18
3444,672,147,5,2023-02-28 15:50:11
3278,408,46,3,2023-01-23 06:10:44
2467,963,46,4,2023-10-09 00:59:15
1806,1380,40,4,2025-02-24 21:14:45
2281,1123,138,5,2024-06-18 21:52:41
3849,273,54,3,2025-05-16 07:17:51
4068,1241,51,4,2024-07-04 21:33:48
1680,876,114,4,2025-08-27 19:15:03
1777,349,23,3,2023-07-01 22:55:59
2971,583,3,1,2025-08-27 22:12:47
2871,190,78,5,2024-02-18 03:24:49
643,212,33,3,2025-06-24 00:27:12
1865,745,86,5,2023-10-24 17:49:42
3794,1569,218,5,2024-05-18 18:33:52
3496,1859,42,5,2025-11-15 02:29:50
1643,105,105,5,2023-04-14 18:28:37
4649,520,10,1,2024-07-31 18:53:54
1679,366,79,5,2024-10-13 04:05:08
4872,1616,51,4,2023-07-20 15:07:25
2696,1645,53,3,2023-03-12 10:35:30
1534,1278,54,3,2023-02-04 00:32:27
308,1727,158,5,2024-08-26 05:58:24
4190,1003,138,5,2023-09-12 19:37:50
2628,1513,125,4,2024-05-03 18:00:05
3248,1617,60,4,2024-04-04 02:09:29
2741,285,53,3,2023-07-06 18:07:55
450,1591,42,4,2023-08-24 08:28:12
2442,1332,95,3,2023-06-17 22:52:15
968,564,56,3,2025-09-23 22:26:15
3026,1907,102,4,2023-12-26 02:57:40
481,1037,127,5,2023-04-20 15:11:05
2396,1207,159,4,2023-09-29 09:45:04
4815,211,28,5,2025-06-05 10:21:27
4841,1931,199,5,2024-03-12 14:09:30
3058,478,95,4,2024-05-17 12:06:47
1634,21,51,5,2024-07-08 09:19:52
2056,582,22,2,2024-10-30 00:59:06
4433,489,77,5,2025-12-14 10:23:15
3171,367,70,4,2024-12-30 09:53:15
278,126,107,5,2025-06-18 05:07:34
2613,1884,96,4,2023-04-23 10:30:59
4971,477,80,5,2023-09-15 03:55:24
2255,1286,80,4,2024-06-10 21:21:53
2959,1819,42,4,2023-07-26 10:19:19
3537,772,48,4,2025-01-13 17:39:28
3282,20,105,3,2024-10-13 05:49:38
3640,1928,194,5,2025-11-12 19:26:50
1663,1246,42,4,2023-02-05 20:23:54
3231,1005,133,5,2023-06-18 17:19:05
781,588,20,2,2023-07-20 08:08:55
4923,1841,25,2,2024-03-15 17:45:20
4602,1310,78,5,2025-06-22 04:26:28
3700,654,22,2,2024-06-11 04:12:30
3734,1753,62,4,2023-01-04 07:24:41
4923,515,10,2,2024-08-12 17:17:13
1904,736,206,4,2025-07-21 05:19:27
1357,1159,46,4,2025-09-16 12:34:50
2747,906,79,4,2023-04-17 15:38:28
447,1497,52,4,2025-09-29 16:36:15
2590,198,104,5,2023-01-02 19:19:56
1764,741,106,4,2025-07-31 13:18:53
4013,1333,88,5,2024-01-03 15:06:42
346,305,5,1,2024-07-29 13:27:18
3819,76,68,3,2025-11-05 20:31:54
3735,1383,40,4,2023-07-11 19:12:55
1850,89,47,3,2024-07-07 06:36:09
3085,1324,25,4,2024-04-26 10:23:15
1321,1985,27,5,2024-01-24 07:17:56
1697,1485,59,4,2024-10-15 12:21:26
3295,910,98,4,2025-07-18 03:35:48
3188,1565,6,1,2023-04-14 20:34:29
4687,650,82,4,2024-07-21 07:08:06
2258,591,35,4,2023-06-15 16:43:53
1897,1397,99,4,2024-08-23 23:35:27
467,803,42,5,2025-10-16 06:12:54
1943,414,60,4,2023-02-28 17:41:33
2203,562,149,3,2023-12-09 13:19:06
4959,1945,59,5,2025-06-03 21:51:00
4482,129,5,1,2023-08-17 20:42:47
4275,842,47,4,2025-08-22 05:55:43
12,1288,23,4,2023-12-28 01:21:31
2565,1622,47,4,2023-06-07 12:56:57
4405,774,132,5,2023-07-04 20:35:17
2489,99,63,4,2025-05-22 14:46:14
1802,1112,59,5,2025-12-31 01:45:32
3964,628,133,4,2023-10-22 16:59:40
4561,123,16,3,2023-09-16 08:05:33
1439,206,27,3,2025-01-23 03:21:12
3098,349,18,3,2025-04-21 19:34:03
1414,615,186,5,2025-08-30 23:24:26
3322,1856,100,4,2023-07-06 19:54:28
3750,816,194,5,2025-03-06 08:15:36
4573,130,16,1,2023-06-09 19:30:48
4590,514,107,4,2025-08-29 04:52:56
4317,68,23,3,2025-12-03 01:08:20
3419,1634,173,4,2023-06-27 01:55:09
3761,1773,72,3,2025-01-13 01:20:57
4091,1847,20,4,2023-12-24 12:45:31
3387,91,42,5,2024-10-29 10:14:37
4582,1218,26,2,2024-07-24 17:59:50
4431,990,41,5,2023-07-08 10:48:34
4574,1378,178,5,2023-04-20 07:30:40
991,120,80,4,2024-07-31 05:46:22
4985,1432,83,2,2024-06-07 15:54:36
944,1547,43,5,2023-09-15 06:05:36
2722,541,40,5,2025-10-06 11:04:23
1597,1957,81,4,2024-12-29 12:12:32
2919,1493,51,4,2023-12-16 01:34:26
4996,396,80,5,2023-10-29 13:20:01
1731,1236,18,4,2024-07-10 08:21:09
2259,10,208,5,2025-03-26 01:27:23
2166,1775,54,3,2025-11-13 22:39:34
2901,1739,38,5,2025-05-26 01:41:20
160,1873,105,4,2025-01-28 06:44:25
1377,1998,14,1,2024-10-13 10:11:34
1002,1606,21,1,2024-06-18 07:46:46
1206,1476,52,3,2025-12-10 15:08:31
2851,576,45,3,2024-11-24 19:11:54
2860,220,169,4,2025-10-26 23:28:47
597,1024,45,2,2024-06-22 23:04:13
4005,249,70,4,2025-09-16 09:27:51
617,219,59,5,2023-04-29 11:02:26
2891,301,100,4,2024-10-30 14:41:38
2982,1301,67,4,2025-12-17 11:56:05
1751,1667,177,5,2025-12-06 23:20:00
2370,1986,173,5,2024-04-21 02:03:55
2798,556,9,2,2025-04-07 15:59:11
2466,240,58,5,2024-06-19 13:35:07
1076,1459,147,5,2024-03-31 05:46:47
4767,356,81,3,2023-11-13 16:53:58
4985,989,52,4,2023-02-11 00:18:26
4206,1365,113,5,2025-01-23 22:17:53
3349,333,55,3,2025-09-22 12:46:28
144,988,126,4,2023-03-27 20:29:16
4316,646,19,4,2023-02-11 02:22:12
1451,822,160,5,2023-08-10 22:38:17
476,441,20,1,2024-08-14 02:35:03
350,189,67,4,2025-12-22 00:31:02
1717,1802,79,5,2025-12-09 21:31:58
24,790,33,3,2023-06-08 06:54:11
1845,562,221,5,2025-07-30 03:41:23
2564,795,66,4,2023-04-27 20:05:37
1591,408,106,5,2024-03-18 23:11:29
3756,1557,23,4,2023-10-21 16:17:25
2079,1175,33,3,2023-04-07 03:04:14
63,1372,70,5,2025-06-25 17:08:08
3117,1239,25,3,2023-04-23 02:17:36
941,813,80,3,2025-03-26 13:52:54
3417,142,15,3,2023-07-12 00:07:03
4131,1314,80,4,2025-07-18 01:29:35
3461,1132,64,3,2023-01-13 05:26:57
2502,71,19,4,2025-03-21 20:22:28
2242,231,27,2,2023-03-15 04:26:16
305,58,24,4,2023-05-20 13:47:30
4977,1583,143,5,2023-08-18 00:11:20
873,1014,58,2,2025-09-03 02:21:30
2496,1946,53,5,2024-09-16 02:53:21
35,1898,86,5,2025-05-21 08:21:04
4977,401,85,4,2025-02-19 09:22:03
3969,209,13,3,2025-06-05 16:14:26
4981,1422,91,3,2023-02-10 05:40:38
2211,1820,75,4,2025-03-10 11:30:37
3668,209,28,5,2023-11-17 03:02:41
2393,207,117,5,2024-06-23 23:10:29
3577,1195,33,4,2024-12-08 22:29:21
3042,1229,13,1,2024-08-25 05:09:26
4678,1644,35,3,2024-03-16 08:55:26
4139,725,14,1,2025-08-06 22:54:51
2278,328,89,4,2023-09-13 07:04:26
4061,1468,14,3,2024-02-27 22:24:49
3265,1910,3,1,2025-12-09 15:07:16
4088,1615,43,5,2025-08-04 10:11:49
1182,760,52,5,2025-09-28 20:11:37
2581,1306,42,5,2023-03-31 10:53:47
3563,1529,97,4,2025-03-02 15:11:51
2308,2000,38,4,2023-12-24 20:40:04
4393,1414,89,5,2025-06-08 23:41:34
95,1325,103,5,2023-03-27 09:21:27
1479,1135,8,1,2024-11-02 09:21:29
1026,703,85,5,2024-06-26 11:05:35
2024,763,7,2,2023-08-30 08:55:28
989,366,82,5,2024-12-06 07:11:29
782,1375,98,4,2024-03-09 23:08:30
2108,1023,38,4,2023-12-22 17:03:19
4905,1366,79,5,2025-12-30 22:59:41
442,1771,124,4,2024-08-16 15:35:44
3406,1513,102,4,2023-05-01 06:53:06
1013,567,116,4,2023-07-25 10:55:54
2907,262,74,4,2024-08-24 13:04:28
4602,436,77,3,2024-03-16 04:58:04
2928,1877,53,4,2024-05-16 07:57:01
4250,545,75,4,2023-09-29 19:04:22
531,786,109,5,2025-01-17 17:37:54
908,219,52,4,2023-11-01 00:11:34
1372,997,87,5,2023-01-02 04:06:56
3304,332,110,5,2025-03-23 02:39:57
4307,448,114,5,2025-09-13 00:17:32
3728,748,37,4,2023-06-11 12:57:59
2250,537,23,4,2023-11-11 07:42:49
296,832,40,4,2023-05-31 04:07:11
3451,668,98,4,2025-04-09 12:18:06
2144,436,135,5,2025-07-07 23:12:49
3625,1776,43,4,2023-10-08 04:23:49
2235,1844,22,1,2023-07-09 02:15:42
927,1497,40,4,2024-03-28 00:33:03
3844,1991,40,4,2023-01-29 13:39:21
1297,1635,96,4,2025-04-25 22:52:59
131,1155,80,3,2023-12-21 13:55:54
2641,316,63,4,2025-05-04 08:14:25
606,379,13,3,2023-06-12 02:14:08
2018,1580,58,4,2025-09-01 02:51:15
3617,682,80,4,2024-01-16 15:43:26
139,140,93,4,2023-03-04 13:42:15
142,490,143,5,2023-08-18 10:14:28
210,760,24,3,2025-11-02 02:18:09
1842,604,24,4,2024-10-02 11:18:35
3671,1927,49,3,2024-06-15 08:57:40
3797,800,111,4,2024-11-19 04:51:48
4734,1382,97,4,2024-09-17 12:09:02
2204,1891,140,5,2024-01-01 06:48:48
4470,1474,17,2,2024-08-27 00:57:37
1504,680,183,5,2023-02-13 00:20:35
658,467,112,5,2023-08-31 03:59:14
3412,229,6,2,2024-07-26 13:32:07
2974,1519,227,5,2024-12-10 16:01:35
2155,726,107,4,2023-09-20 15:41:47
2892,416,52,5,2024-11-24 08:46:59
3901,1073,126,4,2023-09-19 23:49:27
1774,1531,19,4,2024-11-16 23:59:05
4134,145,68,5,2024-02-27 16:32:43
4900,1023,24,3,2023-12-26 13:03:48
2909,1447,48,4,2025-09-29 01:09:47
2363,1413,43,5,2023-08-28 02:16:33
4188,936,63,3,2024-02-27 13:17:00
2443,54,104,4,2023-12-28 04:31:36
3427,447,34,4,2024-09-29 08:01:12
807,1404,165,5,2025-07-26 02:29:30
2108,1367,44,5,2024-03-17 12:41:23
2180,1832,148,5,2024-07-24 19:36:24
3987,759,11,2,2025-09-18 07:45:08
4538,1101,184,5,2024-02-18 04:32:20
1090,901,51,5,2023-10-17 20:00:09
3576,1863,61,4,2025-09-01 20:19:44
200,905,220,5,2024-11-07 03:44:47
451,772,43,4,2023-10-08 01:42:58
2647,1812,132,4,2024-12-25 01:18:55
3992,1882,22,3,2023-09-21 19:53:53
3371,558,54,5,2024-11-06 20:35:04
4903,220,22,1,2024-04-29 07:28:50
1866,915,155,5,2025-02-20 23:12:01
1270,1496,53,4,2023-12-15 14:05:03
2560,1695,45,3,2025-03-16 23:53:46
4129,203,43,4,2023-12-14 08:24:23
1426,883,83,5,2023-12-18 05:15:54
2133,731,142,3,2025-03-28 03:23:45
4195,389,87,5,2024-05-07 22:34:40
781,1245,71,4,2024-08-18 18:36:39
48,162,81,4,2024-02-12 01:04:46
2957,1150,87,5,2025-07-12 17:47:28
3965,1867,143,4,2024-08-24 15:17:44
4138,1983,22,4,2023-07-18 14:36:49
2732,1866,88,5,2024-03-30 08:49:08
3431,680,94,3,2024-12-24 16:52:09
4341,181,109,5,2023-04-25 16:30:03
123,1804,39,1,2024-11-20 00:50:44
4917,1903,137,5,2023-04-02 14:04:26
4681,1236,25,5,2025-01-09 05:23:16
1911,355,219,5,2025-04-19 13:33:38
2009,1926,52,5,2025-02-28 09:16:16
965,1742,227,5,2024-06-15 02:20:03
1001,728,24,4,2024-06-16 07:07:03
3073,522,67,4,2024-03-06 11:35:27
46,1575,25,5,2023-01-11 02:26:55
3347,562,204,5,2025-11-17 17:46:38
4782,1703,111,5,2023-09-07 21:34:09
475,1487,85,5,2023-10-25 17:21:29
4981,1419,63,3,2024-03-27 20:21:13
3851,390,111,5,2023-09-21 03:30:25
2284,721,108,3,2023-06-01 16:56:35
1797,358,61,4,2023-07-30 18:37:12
1790,1234,61,4,2024-10-16 04:33:20
4978,137,31,3,2023-06-27 12:09:10
1743,1766,60,4,2025-11-11 03:54:31
2568,1240,81,5,2025-06-12 12:16:10
2535,262,44,3,2023-06-09 07:30:30
3844,1937,116,5,2024-08-16 20:43:46
1532,344,57,4,2025-09-28 15:32:11
628,209,6,2,2025-10-04 15:24:13
4588,1373,91,3,2023-09-19 11:40:07
4288,439,169,5,2024-11-22 04:00:50
2166,1774,55,4,2025-08-18 03:28:55
2675,1416,48,3,2023-12-19 19:28:44
1280,470,148,5,2024-08-11 04:25:23
1639,1648,98,4,2024-08-03 14:38:43
3808,1175,67,4,2025-05-01 23:06:31
4814,1517,7,2,2024-08-28 15:34:44
2485,1998,60,4,2023-10-19 04:11:00
2556,984,44,5,2024-03-21 22:23:01
4132,1096,45,3,2023-09-18 12:00:43
428,1897,56,3,2025-08-22 10:10:34
1650,1309,14,1,2024-11-28 02:24:48
1542,1317,54,5,2023-04-21 19:51:34
2227,637,60,4,2025-05-28 07:58:43
2931,1587,187,5,2025-10-04 02:50:51
2867,1345,94,3,2024-05-03 23:20:44
2386,1491,42,2,2023-02-22 15:26:05
3065,1432,182,4,2025-07-01 15:20:57
1727,1082,14,2,2023-03-29 15:19:40
2394,582,52,4,2024-04-22 07:47:29
287,1725,67,2,2025-07-19 09:19:04
1998,672,91,3,2024-05-30 07:23:24
3805,627,144,5,2023-08-18 18:55:27
762,1826,29,5,2024-03-22 10:01:32
3299,1965,108,5,2025-11-12 06:40:09
1891,1196,148,5,2025-09-21 07:12:45
433,489,87,5,2023-04-19 07:41:17
1963,1310,42,3,2024-07-30 15:51:33
211,1517,19,3,2024-06-30 17:17:24
4240,1116,97,4,2025-08-14 19:08:57
1054,106,67,5,2025-10-22 22:46:55
3042,1189,196,4,2024-12-29 16:56:20
4554,699,56,4,2023-06-27 16:40:44
2686,580,32,3,2023-05-18 23:34:03
785,481,140,5,2023-12-29 08:12:10
23,574,63,4,2023-02-12 19:37:15
1855,237,57,5,2025-11-24 14:28:48
1343,1043,111,5,2025-12-11 10:59:00
453,708,97,3,2025-02-28 12:02:59
1833,1668,55,4,2024-10-10 05:05:25
3678,162,69,3,2023-03-22 16:07:42
4,1,28,4,2024-04-01 07:51:51
4299,1665,66,5,2025-02-04 17:20:40
615,1409,26,4,2025-05-05 02:34:20
280,882,35,3,2023-12-04 21:30:09
2642,1898,62,4,2025-12-04 15:26:35
3209,1681,38,4,2025-07-07 14:58:13
849,42,28,3,2024-02-06 12:12:24
4342,989,49,4,2024-07-28 08:15:11
4520,1819,9,1,2025-11-14 22:49:33
652,838,70,5,2025-01-12 08:55:15
3328,181,73,3,2023-04-14 01:09:39
3017,951,52,4,2024-09-30 01:44:16
3230,1738,6,1,2023-08-01 16:25:34
3052,558,40,4,2024-05-13 17:52:26
4750,669,59,4,2023-11-02 11:20:05
2589,622,54,5,2025-11-15 20:50:18
1334,1445,9,1,2025-09-10 17:04:39
4573,473,29,5,2024-08-25 05:08:15
1869,836,24,3,2023-03-13 03:46:21
352,1065,81,4,2023-10-01 02:56:44
1529,1704,44,5,2024-11-21 00:43:13
1700,790,69,4,2024-04-28 02:55:09
4934,96,92,4,2024-07-16 21:21:50
878,1644,55,3,2024-10-15 03:21:07
3867,1956,44,4,2024-07-19 12:46:33
3468,1653,53,5,2025-12-24 15:46:58
2390,1734,14,1,2024-03-14 16:04:54
2049,1280,137,5,2023-07-17 16:51:40
2654,1911,47,3,2024-02-04 23:52:28
1168,1432,118,3,2025-09-06 00:02:16
2380,401,110,5,2023-01-24 00:03:09
4359,1466,56,5,2025-05-18 05:51:19
4891,1469,49,4,2025-11-01 10:33:59
3959,51,29,1,2024-03-25 22:04:46
3322,1889,74,4,2025-05-10 10:26:36
1142,107,87,5,2024-09-21 21:43:44
3382,1497,55,5,2024-09-14 21:53:01
4897,1855,102,4,2024-02-01 06:29:45
3602,1258,156,5,2025-02-13 20:07:50
370,1621,21,3,2024-02-28 17:07:41
4126,1634,201,5,2025-10-02 19:20:38
2432,1847,26,5,2025-03-02 11:48:26
4314,1394,61,4,2025-05-07 10:28:51
2853,1929,130,5,2023-09-22 05:27:53
71,383,27,5,2024-06-13 02:46:04
2632,1479,83,4,2024-05-03 13:35:49
1360,1457,78,3,2024-10-07 13:27:59
1689,110,36,3,2023-07-20 10:25:48
125,587,28,3,2023-12-30 05:17:49
4997,1012,35,3,2024-02-17 20:13:21
933,1913,41,5,2025-09-12 02:33:30
1660,379,13,3,2025-12-17 15:36:14
4905,1106,85,5,2024-05-05 21:45:57
544,1576,66,4,2024-05-15 23:57:30
2669,300,35,4,2024-02-20 08:56:53
4387,597,139,5,2025-05-29 20:10:02
1264,1344,37,4,2025-12-05 21:08:53
3805,213,16,2,2025-07-05 07:39:36
367,1057,208,5,2023-07-29 13:47:42
1299,1028,106,5,2023-03-18 17:52:56
666,784,38,3,2024-04-21 23:00:11
2334,725,111,3,2023-02-21 13:43:21
3871,984,17,2,2025-04-07 01:06:35
3401,19,207,5,2023-12-28 21:38:10
2516,1917,73,4,2023-04-28 19:42:13
3176,1884,84,3,2025-04-16 22:58:49
163,1849,104,4,2025-07-09 14:42:53
311,1559,164,5,2025-04-26 16:08:03
4243,304,140,4,2023-06-04 19:23:51
816,457,38,5,2025-06-15 09:38:23
4695,621,87,3,2024-04-11 07:54:29
116,598,89,4,2023-03-29 15:27:15
2289,1656,64,4,2023-04-24 08:34:12
4843,742,69,4,2025-08-25 18:08:06
1938,1207,136,4,2024-07-14 22:03:04
1282,192,108,4,2025-03-16 02:57:04
4450,509,54,4,2024-05-02 13:15:53
3479,913,14,1,2024-02-22 21:49:26
3845,1970,96,4,2025-03-23 19:03:22
